region,source_name,source_name_local,type,subtype,url_news,url_home,language,rss_or_api,update_frequency,robotics_relevance,priority_tier,collection_route,watch_keywords,verification_role,notes
Hong Kong,HKSAR Government Press Releases,香港特別行政區政府新聞公報,Government,General government press releases,https://www.info.gov.hk/gia/general/today.htm,https://www.info.gov.hk/,en,RSS: https://www.info.gov.hk/gia/rss/general_rss.xml,Daily,"Comprehensive feed of all HK government announcements, including those from departments deploying robots (e.g., EMSD, Hospital Authority).",P0,RSS,"robot, robotics, automation, AI, smart","Official government deployments, policy","High volume, requires strict keyword filtering."
Hong Kong,Cyberport,數碼港,Government,Tech hub press releases,https://www.cyberport.hk/en/news/press_release/,https://www.cyberport.hk/en/,en,None — scrape,Weekly,"News on AI and robotics startups, funding, and partnerships at Cyberport.",P1,page scrape,"robotics, AI, startup, funding, automation","Startup milestones, tech hub partnerships",Key incubator alongside HKSTP.
Hong Kong,InvestHK,投資推廣署,Government,Investment promotion news,https://www.investhk.gov.hk/en/news/,https://www.investhk.gov.hk/,en,None — scrape,Weekly,Announcements of foreign and mainland robotics companies setting up operations or expanding in Hong Kong.,P1,page scrape,"robotics, AI, automation, setup, expansion","Company expansions, foreign direct investment",Good for tracking mainland robotics firms expanding via HK.
Hong Kong,Hong Kong Productivity Council (HKPC),香港生產力促進局,Government,Productivity council news,https://www.hkpc.org/en/about-us/media-centre/press-releases,https://www.hkpc.org/,en,None — scrape,Weekly,"News on industrial automation, smart manufacturing, and robotics solutions developed or promoted by HKPC.",P1,page scrape,"robotics, automation, smart manufacturing, AI","Industrial automation initiatives, tech adoption",Focuses on applied technology and manufacturing.
Hong Kong,Electrical and Mechanical Services Department (EMSD),機電工程署,Government,Department press releases,https://www.emsd.gov.hk/en/media/press_releases/current_year/index.html,https://www.emsd.gov.hk/,en,None — scrape,Event-driven,"News on government adoption of robotics, smart city technologies, and mechanical services innovations.",P2,page scrape,"robotics, automation, smart, innovation","Government tech adoption, smart city projects",EMSD is a key adopter of robotics in HK government.
Hong Kong,Hospital Authority,醫院管理局,Government,Authority press releases,https://www.ha.org.hk/visitor/ha_visitor_index.asp?Content_ID=643&Lang=ENG&Dimension=1,https://www.ha.org.hk/,en,None — scrape,Weekly,"Announcements regarding medical robotics, surgical robots, and automation in Hong Kong public hospitals.",P1,page scrape,"robot, robotic surgery, automation, medical device","Medical robotics deployment, healthcare automation",Key for medical robotics adoption in HK.
Hong Kong,HKEXnews,披露易,Disclosure,Stock exchange filings,https://www1.hkexnews.hk/search/titlesearch.xhtml,https://www.hkexnews.hk/,en,None — scrape,Daily,"Official financial filings, IPO prospectuses, and corporate announcements for HK-listed robotics companies (e.g., UBTECH, Horizon Robotics).",P0,page scrape,"robotics, AI, automation, UBTECH, Horizon Robotics","Financial filings, IPOs, corporate actions",Primary source for listed company disclosures.
Hong Kong,Securities and Futures Commission (SFC),證券及期貨事務監察委員會,Government,Regulator press releases,https://www.sfc.hk/en/News-and-announcements/News,https://www.sfc.hk/,en,None — scrape,Weekly,"Regulatory actions, market updates, and policies affecting listed tech and robotics companies in Hong Kong.",P2,page scrape,"robotics, tech, listing, regulation","Regulatory compliance, market rules","Secondary to HKEXnews for direct company news, but important for regulatory context."
Hong Kong,Innovation and Technology Fund (ITF),創新及科技基金,Government,Funding scheme news,https://www.itf.gov.hk/en/whats-new/,https://www.itf.gov.hk/,en,None — scrape,Monthly,"Announcements of new funding schemes, application deadlines, and grants for R&D projects including robotics.",P1,page scrape,"robotics, R&D, funding, grant, AI","Funding availability, grant schemes",Crucial for tracking government financial support for robotics.
Hong Kong,InnoHK,InnoHK創新香港研發平台,Government,Research cluster news,https://www.innohk.gov.hk/,https://www.innohk.gov.hk/,en,None — scrape,Monthly,Updates on the AIR@InnoHK (Artificial Intelligence and Robotics) research cluster and its constituent labs.,P0,page scrape,"AIR@InnoHK, robotics, AI, research cluster","Research cluster developments, lab funding",AIR@InnoHK is the premier government-backed robotics research initiative.
Hong Kong,HKUST Cheng Kar-Shun Robotics Institute (CKSRI),香港科技大學鄭家純機器人研究院,University,University robotics institute,https://ri.hkust.edu.hk/news,https://ri.hkust.edu.hk/,en,None — scrape,Monthly,"Research breakthroughs, spin-offs, and industrial alliances from HKUST's premier robotics institute.",P1,page scrape,"robotics, autonomous, drone, AI, research","Academic research, spin-off origins","HKUST is a major powerhouse for robotics in HK (e.g., DJI origin)."
Hong Kong,HKU Advanced Robotics Laboratory,香港大學先進機器人實驗室,University,University lab news,https://www.mech.hku.hk/news,https://airlab.hku.hk/,en,None — scrape,Event-driven,"Updates on HKU's robotics research, including dexterous manipulation and mobile robots.",P2,page scrape,"robotics, automation, research, publication","Academic research, lab milestones",Also check HKU Advanced Technologies Institute (ATI). Lab-level page unstable; use HKU Mech Eng dept news covering robotics labs.
Hong Kong,CUHK T Stone Robotics Institute,香港中文大學天石機器人研究所,University,University robotics institute,https://ri.cuhk.edu.hk/,https://ri.cuhk.edu.hk/,en,None — scrape,Monthly,"News on medical robotics, embodied AI, and humanoid research at CUHK.",P1,page scrape,"robotics, medical robot, embodied AI, humanoid","Academic research, medical robotics advancements",Strong focus on medical and surgical robotics.
Hong Kong,PolyU Robotics and Embodied Intelligence,香港理工大學機器人與具身智能,University,University lab news,https://www.polyu.edu.hk/me/news-and-events/news/,https://www.polyu.edu.hk/me/,en,None — scrape,Monthly,"News on intelligent robotics engineering, human-robot collaboration, and joint labs at PolyU.",P2,page scrape,"robotics, embodied intelligence, automation, research","Academic research, joint lab announcements","PolyU has strong ties with industry (e.g., Hai Robotics)."
Hong Kong,CityU Robotics,香港城市大學機器人,University,University lab news,https://www.cityu.edu.hk/en/media/news,https://www.cityu.edu.hk/,en,None — scrape,Monthly,"Research on autonomous systems, hybrid robots (e.g., Hopcopter), and underwater robotics at CityU.",P2,page scrape,"robot, robotics, autonomous, AI","Academic research, lab milestones",Search general CityU news for robotics keywords.
Hong Kong,Hong Kong Applied Science and Technology Research Institute (ASTRI),香港應用科技研究院,Research,Research institute press releases,https://www.astri.org/our-news/press-releases/,https://www.astri.org/,en,None — scrape,Weekly,"Applied research in smart city, autonomous driving (C-V2X), and industrial automation technologies.",P1,page scrape,"robotics, autonomous, smart city, automation","Applied research, commercialization, industry partnerships",Key player in applied tech transfer in HK.
Hong Kong,Hong Kong Centre for Cerebro-Cardiovascular Health Engineering (COCHE),香港心腦血管健康工程研究中心,Research,Research centre news,https://www.hkcoche.org/,https://www.hkcoche.org/,en,None — scrape,Monthly,"Research on medical robotics, point-of-care solutions, and AI for cerebro-cardiovascular health.",P2,page scrape,"robotics, medical device, AI, health engineering","Medical robotics research, Health@InnoHK updates",Part of the Health@InnoHK cluster.
Hong Kong,UBTECH Investor Relations,優必選投資者關係,Company,IR announcements,https://www.ubtrobot.com/en/investor-relations,https://www.ubtrobot.com/,en,None — scrape,Event-driven,"Financial reports, corporate governance, and major business updates from a leading humanoid robotics company listed in HK.",P0,page scrape,"humanoid, financial report, mass production, delivery","Corporate financials, mass production milestones",HK-listed (9880.HK). Primary source for UBTECH financials.
Hong Kong,Horizon Robotics Investor Relations,地平線投資者關係,Company,IR announcements,https://www.horizon.auto/en/investor-relations,https://www.horizon.auto/,en,None — scrape,Event-driven,Financial reports and corporate updates from a leading provider of smart driving computing solutions listed in HK.,P0,page scrape,"smart driving, autonomous, financial report, computing","Corporate financials, autonomous driving tech updates",HK-listed (9660.HK). Key for autonomous driving computing.
Hong Kong,XPeng Investor Relations,小鵬汽車投資者關係,Company,IR announcements,https://ir.xiaopeng.com/news-releases,https://ir.xiaopeng.com/,en,None — scrape,Event-driven,"Financials and corporate updates from XPeng, which is developing humanoid robots and flying cars alongside smart EVs.",P1,page scrape,"humanoid, robot, flying car, financial report","Corporate financials, new product line announcements",HK-listed (9868.HK). Key for their robotics expansion. JS-heavy IR site; blocks HEAD/bots; works in browser. Alternative: HKEXnews filings for 9868.HK.
Hong Kong,Black Sesame Technologies Investor Relations,黑芝麻智能投資者關係,Company,IR announcements,https://ir.blacksesame.com/?lang=en,https://www.blacksesame.com/en,en,None — scrape,Event-driven,Financial and corporate updates from a leading provider of autonomous driving SoCs listed in HK.,P1,page scrape,"autonomous driving, SoC, financial report, AI chip","Corporate financials, autonomous driving hardware",HK-listed (2533.HK).
Hong Kong,SmartMore,思謀科技,Company,Company newsroom,https://global.smartmore.com/news.html,https://global.smartmore.com/,en,None — scrape,Monthly,"News on smart manufacturing, industrial AI, and machine vision solutions.",P2,page scrape,"smart manufacturing, machine vision, industrial AI","Product launches, industrial AI deployments",HK-based unicorn in smart manufacturing.
Hong Kong,Hai Robotics,海柔創新,Company,Company newsroom,https://www.hairobotics.com/news,https://www.hairobotics.com/,en,None — scrape,Monthly,"News on warehouse automation, ACR (Autonomous Case-handling Robot) systems, and global expansion.",P1,page scrape,"warehouse automation, ACR, logistics, robot","Product launches, logistics automation deployments",Major player in warehouse robotics with strong HK ties (PolyU partnership).
Hong Kong,Geek+,極智嘉,Company,Company newsroom,https://www.geekplus.com/resources/news,https://www.geekplus.com/,en,None — scrape,Monthly,"News on AMR (Autonomous Mobile Robot) solutions for logistics, warehouse automation, and financial results.",P1,page scrape,"AMR, logistics, warehouse, financial report","Product launches, logistics automation deployments, financials","Global leader in AMR, recently IPO'd in HK."
Hong Kong,Dobot,越疆科技,Company,Company newsroom,https://www.dobot-robots.com/insights/news,https://www.dobot-robots.com/,en,None — scrape,Monthly,"News on collaborative robots (cobots), educational robots, and smart manufacturing solutions.",P2,page scrape,"cobot, collaborative robot, education, manufacturing","Product launches, cobot deployments",Major cobot manufacturer with HK listing plans/presence.
Hong Kong,DJI,大疆創新,Company,Company newsroom,https://www.dji.com/newsroom,https://www.dji.com/,en,None — scrape,Monthly,"News on consumer and enterprise drones, aerial imaging, and automation solutions.",P1,page scrape,"drone, automation, enterprise, product release","Product launches, enterprise drone deployments","Originated from HKUST, major global drone manufacturer."
Hong Kong,HKTDC Hong Kong Electronics Fair,香港貿發局香港秋季/春季電子產品展,Exhibition,Exhibition press releases,https://www.hktdc.com/event/hkelectronicsfairse/en/press-release,https://www.hktdc.com/event/hkelectronicsfairse/en,en,None — scrape,Event-driven,"Announcements regarding robotics, AI, and smart tech exhibitors at one of Asia's largest electronics fairs.",P2,page scrape,"robotics, AI, smart tech, exhibition","Exhibition highlights, new product showcases",Held in Spring and Autumn.
Hong Kong,InnoEX,香港國際創科展,Exhibition,Exhibition press releases,https://www.hktdc.com/event/innoex/en/press-release,https://www.hktdc.com/event/innoex/en,en,None — scrape,Event-driven,"News on AI+, Robotics, and Low-altitude Economy innovations showcased at the premier I&T event in Hong Kong.",P1,page scrape,"robotics, AI, low-altitude economy, innovation","Exhibition highlights, tech trends",Co-organized by HKSAR Government and HKTDC.
International,International Federation of Robotics,IFR,Association,Industry Association,https://ifr.org/ifr-press-releases,https://ifr.org/,en,None — scrape,Event-driven,Global robotics market statistics,World Robotics reports,and industry trends.,P0,page scrape,"statistics, market, sales, report"
International,IEEE Robotics and Automation Society,IEEE RAS,Association,Professional Society,https://www.ieee-ras.org/news/,https://www.ieee-ras.org/,en,None — scrape,Event-driven,Announcements on major robotics conferences (ICRA,IROS),awards,and society news.,P1,page scrape
International,ISO TC 299 Robotics,ISO/TC 299,Standards,Standards Body,https://www.iso.org/committee/5915511.html,https://www.iso.org/,en,None — scrape,Event-driven,Development of international safety and performance standards for industrial and service robots.,P1,page scrape,"standard, safety, publication, draft",Official standards publication status,Requires monitoring committee page for updates.
International,International Electrotechnical Commission,IEC,Standards,Standards Body,https://www.iec.ch/taxonomy/term/411,https://www.iec.ch/,en,None — scrape,Event-driven,Standards for electrical and electronic technologies used in robotics (sensors,batteries).,P2,page scrape,"robotics, standard, safety, compliance",Electrical standards verification
International,ITU AI for Good,ITU AI for Good,Government,UN Agency,https://aiforgood.itu.int/newsroom/,https://aiforgood.itu.int/,en,None — scrape,Event-driven,UN initiatives on AI and robotics for sustainable development,global summits.,P1,page scrape,"robotics, summit, AI, sustainable",UN policy and summit announcements
International,OECD.AI,OECD.AI,Government,Intergovernmental Organization,https://oecd.ai/en/wonk,https://oecd.ai/,en,None — scrape,Event-driven,Global AI policy tracking,principles,and national AI strategies.,P1,page scrape,"policy, strategy, principles, regulation"
International,World Economic Forum C4IR,WEF C4IR,Association,International Organization,https://www.weforum.org/press/,https://www.weforum.org/,en,None — scrape,Event-driven,Launch of new centers for the Fourth Industrial Revolution,reports on automation and AI.,P1,page scrape,"C4IR, automation, AI, report",Global automation initiatives and reports
International,World Intellectual Property Organization,WIPO,Patent,UN Agency,https://www.wipo.int/pressroom/en/articles/archive.html,https://www.wipo.int/,en,None — scrape,Event-driven,Global patent trends,AI and IP policy,Global Innovation Index.,P1,page scrape,"patent, AI, innovation, IP"
International,World Bank,World Bank,Government,International Financial Institution,https://www.worldbank.org/en/news,https://www.worldbank.org/,en,None — scrape,Event-driven,Research on automation's impact on jobs,manufacturing,and economic development.,P2,page scrape,"automation, jobs, manufacturing, AI"
International,International Labour Organization,ILO,Government,UN Agency,https://www.ilo.org/resource/news,https://www.ilo.org/,en,None — scrape,Event-driven,Reports on how robotics and automation are reshaping jobs and occupational safety.,P2,page scrape,"automation, jobs, safety, AI",Labor impact of robotics,Broad focus
International,UN Industrial Development Organization,UNIDO,Government,UN Agency,https://www.unido.org/news,https://www.unido.org/,en,None — scrape,Event-driven,Industrial AI,green innovation,and manufacturing automation initiatives.,P1,page scrape,"AI, manufacturing, industry, automation"
International,Global Partnership on Artificial Intelligence,GPAI,Government,Intergovernmental Initiative,https://www.oecd.org/en/about/programmes/global-partnership-on-artificial-intelligence.html,https://www.oecd.org/,en,None — scrape,Event-driven,International cooperation on responsible AI development and governance.,P2,page scrape,"GPAI, AI, governance, policy",International AI cooperation,Integrated with OECD.
International,arXiv cs.RO,arXiv cs.RO,Preprint,Preprint Server,https://arxiv.org/list/cs.RO/recent,https://arxiv.org/,en,RSS: https://rss.arxiv.org/rss/cs.RO,Daily,Latest academic preprints in robotics research.,P0,RSS,"robot, manipulation, navigation, learning",Early research findings,High volume
International,Robotics: Science and Systems,RSS Conference,Association,Academic Conference,https://roboticsconference.org/,https://roboticsconference.org/,en,None — scrape,Event-driven,Announcements for the annual RSS conference,paper acceptances,and awards.,P1,page scrape,"conference, paper, award, accepted"
International,IEEE International Conference on Robotics and Automation,ICRA,Association,Academic Conference,https://2025.ieee-icra.org/,https://www.ieee-ras.org/,en,None — scrape,Event-driven,Announcements for the annual ICRA conference,the largest robotics conference.,P1,page scrape,"conference, paper, award, accepted",Conference dates and accepted papers
International,RoboCup,RoboCup Federation,Association,Competition Organizer,https://www.robocup.org/news,https://www.robocup.org/,en,None — scrape,Event-driven,News on international robotics competitions,rules,and event results.,P2,page scrape,"competition, rules, results, event"
International,Open Source Robotics Foundation,OSRF,Association,Non-profit Organization,https://discourse.openrobotics.org/,https://www.openrobotics.org/,en,None — scrape,Daily,News on ROS (Robot Operating System),Gazebo,and open-source robotics community.,P0,page scrape,"ROS, release, update, community"
International,automatica,automatica,Exhibition,Trade Fair Organizer,https://automatica-munich.com/en/trade-fair/press/press-releases/,https://automatica-munich.com/,en,None — scrape,Event-driven,Press releases for the leading exhibition for smart automation and robotics in Munich.,P1,page scrape,"exhibition, exhibitor, trend, automation",Trade fair dates and exhibitor news,Seasonal updates around the biennial event.
International,Hannover Messe,Hannover Messe,Exhibition,Trade Fair Organizer,https://www.hannovermesse.de/en/press/press-releases/hannover-messe/press-releases,https://www.hannovermesse.de/,en,None — scrape,Event-driven,Press releases for the world's largest industrial fair,including robotics and automation.,P1,page scrape,"robotics, automation, industry, exhibition",Trade fair dates and exhibitor news
International,IEEE Spectrum Robotics,IEEE Spectrum,Wire(verification-only),Technology Magazine,https://spectrum.ieee.org/topic/robotics/,https://spectrum.ieee.org/,en,RSS: https://spectrum.ieee.org/feeds/feed.rss,Daily,High-quality journalism on robotics,useful for verifying trends and finding primary sources.,P0,RSS,"robot, AI, automation, drone",Verification of industry trends
International,Semantic Scholar Robotics,Semantic Scholar,Preprint,Academic Search Engine,https://www.semanticscholar.org/,https://www.semanticscholar.org/,en,API: Semantic Scholar Academic Graph API,Daily,AI-driven search engine for academic papers,useful for tracking robotics publications.,P1,API,"robotics, AI, learning, manipulation",Academic paper verification
