region,source_name,source_name_local,type,subtype,url_news,url_home,language,rss_or_api,update_frequency,robotics_relevance,priority_tier,collection_route,watch_keywords,verification_role,ticker,origin,notes
Taiwan,National Tsing Hua University (NTHU),國立清華大學,University,University news,https://nthu-en.site.nthu.edu.tw/p/403-1003-4806-1.php,https://nthu-en.site.nthu.edu.tw/,zh+en,None — scrape,Weekly,"Major engineering university in Taiwan, announces robotics and AI research.",P2,page scrape,"robotics, AI, engineering, 機器人, 人工智慧","university research, engineering breakthroughs",,Registry v1 (Jul 28),English site available.
Taiwan,National Yang Ming Chiao Tung University (NYCU),國立陽明交通大學,University,University news,https://www.nycu.edu.tw/nycu/en/app/news/list?module=headnews&id=552,https://en.nycu.edu.tw/,zh+en,None — scrape,Weekly,"Major engineering and medical university in Hsinchu, announces semiconductor, AI, and robotics research.",P2,page scrape,"robotics, AI, semiconductor, 機器人, 人工智慧","university research, engineering breakthroughs",,Registry v1 (Jul 28),English site available.
Hong Kong,Horizon Robotics Investor Relations,地平線投資者關係,Company,IR announcements,https://www.horizon.auto/en/investor-relations,https://www.horizon.auto/,en,None — scrape,Event-driven,Financial reports and corporate updates from a leading provider of smart driving computing solutions listed in HK.,P0,page scrape,"smart driving, autonomous, financial report, computing","Corporate financials, autonomous driving tech updates",,Registry v1 (Jul 28),HK-listed (9660.HK). Key for autonomous driving computing.
Hong Kong,UBTECH Investor Relations,優必選投資者關係,Company,IR announcements,https://www.ubtrobot.com/en/investor-relations,https://www.ubtrobot.com/,en,None — scrape,Event-driven,"Financial reports, corporate governance, and major business updates from a leading humanoid robotics company listed in HK.",P0,page scrape,"humanoid, financial report, mass production, delivery","Corporate financials, mass production milestones",,Registry v1 (Jul 28),HK-listed (9880.HK). Primary source for UBTECH financials.
Hong Kong,HKEXnews,披露易,Disclosure,Stock exchange filings,https://www1.hkexnews.hk/search/titlesearch.xhtml,https://www.hkexnews.hk/,en,None — scrape,Daily,"Official financial filings, IPO prospectuses, and corporate announcements for HK-listed robotics companies (e.g., UBTECH, Horizon Robotics).",P0,page scrape,"robotics, AI, automation, UBTECH, Horizon Robotics","Financial filings, IPOs, corporate actions",,Registry v1 (Jul 28),Primary source for listed company disclosures.
Hong Kong,HKSAR Government Press Releases,香港特別行政區政府新聞公報,Government,General government press releases,https://www.info.gov.hk/gia/general/today.htm,https://www.info.gov.hk/,en,RSS: https://www.info.gov.hk/gia/rss/general_rss.xml,Daily,"Comprehensive feed of all HK government announcements, including those from departments deploying robots (e.g., EMSD, Hospital Authority).",P0,RSS,"robot, robotics, automation, AI, smart","Official government deployments, policy",,Registry v1 (Jul 28),"High volume, requires strict keyword filtering."
Hong Kong,Hong Kong Science and Technology Parks (HKSTP),香港科技園,Government,Science park news,https://www.hkstp.org/en/park-life/news-and-events,https://www.hkstp.org/en/,en,None — scrape,Weekly,"News on robotics startups incubating at HKSTP, partnerships, and robotics-related events at the park.",P0,page scrape,"robotics, AI, startup, incubation, automation","Startup milestones, park partnerships",,Registry v1 (Jul 28),Major hub for robotics companies in HK.
Hong Kong,InnoHK,InnoHK創新香港研發平台,Government,Research cluster news,https://www.innohk.gov.hk/,https://www.innohk.gov.hk/,en,None — scrape,Monthly,Updates on the AIR@InnoHK (Artificial Intelligence and Robotics) research cluster and its constituent labs.,P0,page scrape,"AIR@InnoHK, robotics, AI, research cluster","Research cluster developments, lab funding",,Registry v1 (Jul 28),AIR@InnoHK is the premier government-backed robotics research initiative.
Hong Kong,Innovation and Technology Commission (ITC),創新科技署,Government,Commission press releases,https://www.itc.gov.hk/en/press/press_releases.html,https://www.itc.gov.hk/,en,None — scrape,Weekly,"Announcements regarding the Innovation and Technology Fund (ITF), InnoHK research clusters, and specific R&D funding for robotics.",P0,page scrape,"robotics, InnoHK, funding, R&D, automation","Funding filings, research cluster announcements",,Registry v1 (Jul 28),Crucial for tracking government grants to robotics startups and labs.
Hong Kong,Black Sesame Technologies Investor Relations,黑芝麻智能投資者關係,Company,IR announcements,https://ir.blacksesame.com/?lang=en,https://www.blacksesame.com/en,en,None — scrape,Event-driven,Financial and corporate updates from a leading provider of autonomous driving SoCs listed in HK.,P1,page scrape,"autonomous driving, SoC, financial report, AI chip","Corporate financials, autonomous driving hardware",,Registry v1 (Jul 28),HK-listed (2533.HK).
Hong Kong,DJI,大疆創新,Company,Company newsroom,https://www.dji.com/newsroom,https://www.dji.com/,en,None — scrape,Monthly,"News on consumer and enterprise drones, aerial imaging, and automation solutions.",P1,page scrape,"drone, automation, enterprise, product release","Product launches, enterprise drone deployments",,Registry v1 (Jul 28),"Originated from HKUST, major global drone manufacturer."
Hong Kong,Geek+,極智嘉,Company,Company newsroom,https://www.geekplus.com/resources/news,https://www.geekplus.com/,en,None — scrape,Monthly,"News on AMR (Autonomous Mobile Robot) solutions for logistics, warehouse automation, and financial results.",P1,page scrape,"AMR, logistics, warehouse, financial report","Product launches, logistics automation deployments, financials",,Registry v1 (Jul 28),"Global leader in AMR, recently IPO'd in HK."
Hong Kong,Hai Robotics,海柔創新,Company,Company newsroom,https://www.hairobotics.com/news,https://www.hairobotics.com/,en,None — scrape,Monthly,"News on warehouse automation, ACR (Autonomous Case-handling Robot) systems, and global expansion.",P1,page scrape,"warehouse automation, ACR, logistics, robot","Product launches, logistics automation deployments",,Registry v1 (Jul 28),Major player in warehouse robotics with strong HK ties (PolyU partnership).
Hong Kong,MicroPort MedBot,微创机器人,Company,Listed company IR/newsroom,https://www.medbotsurgical.com/news,https://www.medbotsurgical.com/en/,zh/en,None — scrape,Monthly,"MicroPort MedBot is a leading surgical robot maker listed in Hong Kong, developing laparoscopic, orthopedic, and other medical robots.",P1,page scrape,surgical robot;Toumai;SkyWalker;FDA;CE mark;clinical trial,primary announcement,HKEX: 02252,Site review v2 (Jul 30),
Hong Kong,XPeng Investor Relations,小鵬汽車投資者關係,Company,IR announcements,https://ir.xiaopeng.com/news-releases,https://ir.xiaopeng.com/,en,None — scrape,Event-driven,"Financials and corporate updates from XPeng, which is developing humanoid robots and flying cars alongside smart EVs.",P1,page scrape,"humanoid, robot, flying car, financial report","Corporate financials, new product line announcements",,Registry v1 (Jul 28),HK-listed (9868.HK). Key for their robotics expansion. JS-heavy IR site; blocks HEAD/bots; works in browser. Alternative: HKEXnews filings for 9868.HK.
Hong Kong,Hong Kong Exchanges and Clearing (HKEX),香港交易所,Exchange,Exchange newsroom / listings,https://www2.hkexnews.hk/New-Listings/New-Listing-Information/Main-Board?sc_lang=en,https://www.hkexgroup.com/?sc_lang=en,en/zh,RSS: https://www.hkex.com.hk/Services/RSS-Feeds/News-Releases?sc_lang=en,Daily,"Crucial for tracking the wave of Chinese robotics companies going public, including AgiBot, MicroPort MedBot, Horizon, and UBTECH.",P1,RSS + page scrape,robotics IPO;listing;prospectus;allotment,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
Hong Kong,InnoEX,香港國際創科展,Exhibition,Exhibition press releases,https://www.hktdc.com/event/innoex/en/press-release,https://www.hktdc.com/event/innoex/en,en,None — scrape,Event-driven,"News on AI+, Robotics, and Low-altitude Economy innovations showcased at the premier I&T event in Hong Kong.",P1,page scrape,"robotics, AI, low-altitude economy, innovation","Exhibition highlights, tech trends",,Registry v1 (Jul 28),Co-organized by HKSAR Government and HKTDC.
Hong Kong,Cyberport,數碼港,Government,Tech hub press releases,https://www.cyberport.hk/en/news/press_release/,https://www.cyberport.hk/en/,en,None — scrape,Weekly,"News on AI and robotics startups, funding, and partnerships at Cyberport.",P1,page scrape,"robotics, AI, startup, funding, automation","Startup milestones, tech hub partnerships",,Registry v1 (Jul 28),Key incubator alongside HKSTP.
Hong Kong,Hong Kong Productivity Council (HKPC),香港生產力促進局,Government,Productivity council news,https://www.hkpc.org/en/about-us/media-centre/press-releases,https://www.hkpc.org/,en,None — scrape,Weekly,"News on industrial automation, smart manufacturing, and robotics solutions developed or promoted by HKPC.",P1,page scrape,"robotics, automation, smart manufacturing, AI","Industrial automation initiatives, tech adoption",,Registry v1 (Jul 28),Focuses on applied technology and manufacturing.
Hong Kong,Hospital Authority,醫院管理局,Government,Authority press releases,https://www.ha.org.hk/visitor/ha_visitor_index.asp?Content_ID=643&Lang=ENG&Dimension=1,https://www.ha.org.hk/,en,None — scrape,Weekly,"Announcements regarding medical robotics, surgical robots, and automation in Hong Kong public hospitals.",P1,page scrape,"robot, robotic surgery, automation, medical device","Medical robotics deployment, healthcare automation",,Registry v1 (Jul 28),Key for medical robotics adoption in HK.
Hong Kong,Innovation and Technology Fund (ITF),創新及科技基金,Government,Funding scheme news,https://www.itf.gov.hk/en/whats-new/,https://www.itf.gov.hk/,en,None — scrape,Monthly,"Announcements of new funding schemes, application deadlines, and grants for R&D projects including robotics.",P1,page scrape,"robotics, R&D, funding, grant, AI","Funding availability, grant schemes",,Registry v1 (Jul 28),Crucial for tracking government financial support for robotics.
Hong Kong,"Innovation, Technology and Industry Bureau (ITIB)",創新科技及工業局,Government,Bureau press releases,https://www.itib.gov.hk/en/speeches/index.html,https://www.itib.gov.hk/,en,None — scrape,Weekly,"Policy announcements, government funding initiatives, and strategic direction for I&T including robotics in Hong Kong.",P1,page scrape,"robotics, AI, automation, InnoHK, smart city","Official policy text, government initiatives",,Registry v1 (Jul 28),English and Traditional Chinese available.
Hong Kong,InvestHK,投資推廣署,Government,Investment promotion news,https://www.investhk.gov.hk/en/news/,https://www.investhk.gov.hk/,en,None — scrape,Weekly,Announcements of foreign and mainland robotics companies setting up operations or expanding in Hong Kong.,P1,page scrape,"robotics, AI, automation, setup, expansion","Company expansions, foreign direct investment",,Registry v1 (Jul 28),Good for tracking mainland robotics firms expanding via HK.
Hong Kong,Hong Kong Applied Science and Technology Research Institute (ASTRI),香港應用科技研究院,Research,Research institute press releases,https://www.astri.org/our-news/press-releases/,https://www.astri.org/,en,None — scrape,Weekly,"Applied research in smart city, autonomous driving (C-V2X), and industrial automation technologies.",P1,page scrape,"robotics, autonomous, smart city, automation","Applied research, commercialization, industry partnerships",,Registry v1 (Jul 28),Key player in applied tech transfer in HK.
Hong Kong,CUHK T Stone Robotics Institute,香港中文大學天石機器人研究所,University,University robotics institute,https://ri.cuhk.edu.hk/,https://ri.cuhk.edu.hk/,en,None — scrape,Monthly,"News on medical robotics, embodied AI, and humanoid research at CUHK.",P1,page scrape,"robotics, medical robot, embodied AI, humanoid","Academic research, medical robotics advancements",,Registry v1 (Jul 28),Strong focus on medical and surgical robotics.
Hong Kong,HKUST Cheng Kar-Shun Robotics Institute (CKSRI),香港科技大學鄭家純機器人研究院,University,University robotics institute,https://ri.hkust.edu.hk/news,https://ri.hkust.edu.hk/,en,None — scrape,Monthly,"Research breakthroughs, spin-offs, and industrial alliances from HKUST's premier robotics institute.",P1,page scrape,"robotics, autonomous, drone, AI, research","Academic research, spin-off origins",,Registry v1 (Jul 28),"HKUST is a major powerhouse for robotics in HK (e.g., DJI origin)."
Hong Kong,Hong Kong Electronics & Technologies Association,香港電子科技商會,Association,Industry association,https://hketa.org.hk/news/,https://hketa.org.hk/,en/zh,None — scrape,Occasional,"HKETA organizes events and networking for the electronics and tech industry, occasionally covering AI and robotics topics.",P2,page scrape,robotics;AI;automation;manufacturing,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
Hong Kong,Dobot,越疆科技,Company,Company newsroom,https://www.dobot-robots.com/insights/news,https://www.dobot-robots.com/,en,None — scrape,Monthly,"News on collaborative robots (cobots), educational robots, and smart manufacturing solutions.",P2,page scrape,"cobot, collaborative robot, education, manufacturing","Product launches, cobot deployments",,Registry v1 (Jul 28),Major cobot manufacturer with HK listing plans/presence.
Hong Kong,SmartMore,思謀科技,Company,Company newsroom,https://global.smartmore.com/news.html,https://global.smartmore.com/,en,None — scrape,Monthly,"News on smart manufacturing, industrial AI, and machine vision solutions.",P2,page scrape,"smart manufacturing, machine vision, industrial AI","Product launches, industrial AI deployments",,Registry v1 (Jul 28),HK-based unicorn in smart manufacturing.
Hong Kong,Star Plus Legend Holdings Limited,巨星传奇集团有限公司,Company,Listed company IR/newsroom,https://www.splegend.com/en/new/index.html,https://www.splegend.com/en/,en/zh,None — scrape,Occasional,"Star Plus Legend formed a joint venture with Unitree Robotics to develop and commercialize IP-based consumer robots, including pet quadruped robots and performing humanoid robots.",P2,page scrape + HKEX filings,Unitree;robot;joint venture;宇树科技;机器人;合资公司,primary announcement,HKEX: 6683,Site review v2 (Jul 30),Listed as Star Plus Legend Holdings Limited (6683.HK). Joint venture with Unitree Robotics to develop IP-based consumer robots.
Hong Kong,HKTDC Hong Kong Electronics Fair,香港貿發局香港秋季/春季電子產品展,Exhibition,Exhibition press releases,https://www.hktdc.com/event/hkelectronicsfairse/en/press-release,https://www.hktdc.com/event/hkelectronicsfairse/en,en,None — scrape,Event-driven,"Announcements regarding robotics, AI, and smart tech exhibitors at one of Asia's largest electronics fairs.",P2,page scrape,"robotics, AI, smart tech, exhibition","Exhibition highlights, new product showcases",,Registry v1 (Jul 28),Held in Spring and Autumn.
Hong Kong,Electrical and Mechanical Services Department (EMSD),機電工程署,Government,Department press releases,https://www.emsd.gov.hk/en/media/press_releases/current_year/index.html,https://www.emsd.gov.hk/,en,None — scrape,Event-driven,"News on government adoption of robotics, smart city technologies, and mechanical services innovations.",P2,page scrape,"robotics, automation, smart, innovation","Government tech adoption, smart city projects",,Registry v1 (Jul 28),EMSD is a key adopter of robotics in HK government.
Hong Kong,Securities and Futures Commission (SFC),證券及期貨事務監察委員會,Government,Regulator press releases,https://www.sfc.hk/en/News-and-announcements/News,https://www.sfc.hk/,en,None — scrape,Weekly,"Regulatory actions, market updates, and policies affecting listed tech and robotics companies in Hong Kong.",P2,page scrape,"robotics, tech, listing, regulation","Regulatory compliance, market rules",,Registry v1 (Jul 28),"Secondary to HKEXnews for direct company news, but important for regulatory context."
Hong Kong,Hong Kong Centre for Cerebro-Cardiovascular Health Engineering (COCHE),香港心腦血管健康工程研究中心,Research,Research centre news,https://www.hkcoche.org/,https://www.hkcoche.org/,en,None — scrape,Monthly,"Research on medical robotics, point-of-care solutions, and AI for cerebro-cardiovascular health.",P2,page scrape,"robotics, medical device, AI, health engineering","Medical robotics research, Health@InnoHK updates",,Registry v1 (Jul 28),Part of the Health@InnoHK cluster.
Hong Kong,CityU Robotics,香港城市大學機器人,University,University lab news,https://www.cityu.edu.hk/en/media/news,https://www.cityu.edu.hk/,en,None — scrape,Monthly,"Research on autonomous systems, hybrid robots (e.g., Hopcopter), and underwater robotics at CityU.",P2,page scrape,"robot, robotics, autonomous, AI","Academic research, lab milestones",,Registry v1 (Jul 28),Search general CityU news for robotics keywords.
Hong Kong,HKU Advanced Robotics Laboratory,香港大學先進機器人實驗室,University,University lab news,https://www.mech.hku.hk/news,https://airlab.hku.hk/,en,None — scrape,Event-driven,"Updates on HKU's robotics research, including dexterous manipulation and mobile robots.",P2,page scrape,"robotics, automation, research, publication","Academic research, lab milestones",,Registry v1 (Jul 28),Also check HKU Advanced Technologies Institute (ATI). Lab-level page unstable; use HKU Mech Eng dept news covering robotics labs.
Hong Kong,PolyU Robotics and Embodied Intelligence,香港理工大學機器人與具身智能,University,University lab news,https://www.polyu.edu.hk/me/news-and-events/news/,https://www.polyu.edu.hk/me/,en,None — scrape,Monthly,"News on intelligent robotics engineering, human-robot collaboration, and joint labs at PolyU.",P2,page scrape,"robotics, embodied intelligence, automation, research","Academic research, joint lab announcements",,Registry v1 (Jul 28),"PolyU has strong ties with industry (e.g., Hai Robotics)."
International,arXiv cs.RO,arXiv cs.RO,Preprint,Preprint Server,https://arxiv.org/list/cs.RO/recent,https://arxiv.org/,en,RSS: https://rss.arxiv.org/rss/cs.RO,Daily,Latest academic preprints in robotics research.,P0,RSS,"robot, manipulation, navigation, learning",Early research findings,,Registry v1 (Jul 28),High volume
International,Kabam Robotics,,Company,Company newsroom,https://kabam.ai/news/,https://kabam.ai/,en,RSS: https://kabam.ai/feed/,Monthly,Kabam Robotics provides autonomous security robots and AI-powered surveillance platforms for smart buildings and industrial facilities.,P1,RSS,security robot;autonomous navigation;surveillance;facility management;smart building,primary announcement,,Site review v2 (Jul 30),
International,Kinova Robotics,,Company,Company newsroom,https://www.kinovarobotics.com/resources?r=342&s,https://www.kinovarobotics.com/,en,None — scrape,Monthly,"Kinova Robotics is a leading manufacturer of human-centric robotic arms for medical, assistive, research, and industrial applications.",P1,page scrape,robotic arm;medical robotics;assistive robotics;human-robot interaction,primary announcement,,Site review v2 (Jul 30),
International,Sanctuary AI,,Company,Company newsroom,https://sanctuary.ai/news,https://sanctuary.ai,en,RSS: https://sanctuary.ai/feed/,Monthly,Vancouver general-purpose humanoid (Phoenix),P1,RSS,humanoid;general-purpose;Phoenix;Physical AI,primary announcement,,Site review v2 (Jul 30),
International,Bursa Malaysia,Bursa Malaysia,Exchange,Exchange newsroom / listings,https://www.bursamalaysia.com/about_bursa/media_centre/media_releases,https://www.bursamalaysia.com/,en,RSS: https://www.bursamalaysia.com/about_bursa/media_centre/media_releases,Weekly,"Bursa Malaysia is the primary exchange for Malaysian tech and automation listings, providing critical visibility into regional robotics IPOs and corporate announcements.",P1,page scrape + IPO calendar,robotics IPO;listing;prospectus;automation,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
International,Singapore Exchange (SGX),新加坡交易所,Exchange,Exchange newsroom / listings,https://www.sgx.com/securities/company-announcements,https://www.sgx.com/,en,API: SGX Announcements API,Daily,"Crucial for tracking new AI and robotics company listings, IPOs, and corporate disclosures in the Southeast Asian market.",P1,page scrape + IPO calendar,robotics IPO;listing;prospectus;AI,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
International,automatica,automatica,Exhibition,Trade Fair Organizer,https://automatica-munich.com/en/trade-fair/press/press-releases/,https://automatica-munich.com/,en,None — scrape,Event-driven,Press releases for the leading exhibition for smart automation and robotics in Munich.,P1,page scrape,"exhibition, exhibitor, trend, automation",Trade fair dates and exhibitor news,,Registry v1 (Jul 28),Seasonal updates around the biennial event.
International,HTX Home Team Science and Technology Agency,,Government,Government press releases,https://www.htx.gov.sg/whats-happening/all-news---events,https://www.htx.gov.sg/,en,None — scrape,Monthly,"HTX develops science and technology capabilities, including AI and robotics, for Singapore's Home Team, making it a key source for public safety robotics news.",P1,page scrape,robotics;AI;public safety;Home Team;innovation,primary announcement,,Site review v2 (Jul 30),
International,Malaysian Investment Development Authority (MIDA),Lembaga Pembangunan Pelaburan Malaysia,Government,Government press releases,https://www.mida.gov.my/media-and-events/announcement-media-release/,https://www.mida.gov.my/,en,None — scrape,Weekly,"MIDA announces major foreign and domestic investments in Malaysia's manufacturing, semiconductor, and automation sectors, indicating new robotics factory deployments.",P1,page scrape,robotics;automation;semiconductor;manufacturing facility;investment,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
International,Thailand Board of Investment (BOI),สำนักงานคณะกรรมการส่งเสริมการลงทุน,Government,Government press releases,https://www.boi.go.th/index.php?page=press_releases2&language=en,https://www.boi.go.th/en/index/,en/th,None — scrape,Weekly,"The BOI provides critical updates on investment incentives, policies, and major foreign direct investments in Thailand's robotics, automation, and AI sectors.",P1,page scrape,robotics;automation;AI;investment;incentives,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
International,A*STAR,,Research,Research institute,https://www.a-star.edu.sg/news/press-releases,https://www.a-star.edu.sg,en,None — scrape,Monthly,"A*STAR is a leading research institute in Singapore conducting significant AI and robotics research, making it a key source for technological advancements and partnerships.",P1,page scrape,robotics;AI;automation;manufacturing;partnership,primary announcement,,Site review v2 (Jul 30),
International,ISO TC 299 Robotics,ISO/TC 299,Standards,Standards Body,https://www.iso.org/committee/5915511.html,https://www.iso.org/,en,None — scrape,Event-driven,Development of international safety and performance standards for industrial and service robots.,P1,page scrape,"standard, safety, publication, draft",Official standards publication status,,Registry v1 (Jul 28),Requires monitoring committee page for updates.
International,Malaysia Robotics and Automation Society (MyRAS),,Association,Industry association,https://www.myras.org/news,https://www.myras.org/,en,None — scrape,Occasional,"MyRAS is the primary professional organization for robotics and automation in Malaysia, providing updates on local industry developments, partnerships, and events.",P2,page scrape,robotics;automation;partnership;MoU;exhibition,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
International,Robotics Society of Singapore (RSS),,Association,Industry association,https://robotics.sg/news/,https://rss.org.sg/,en,None — scrape,Weekly,Singapore robotics research community and academic/industry news aggregator.,P2,page scrape,robotics;AI;Singapore;research;conference,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
International,Singapore Industrial Automation Association (SIAA),,Association,Industry association,https://automationsg.org/events-news/newsletter,https://www.automationsg.org/,en,None — scrape,Occasional,"Provides updates on the automation and robotics industry in Singapore, including events, awards, and industry trends.",P2,page scrape,robotics;automation;events;awards;Singapore,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
International,Thai Automation and Robotics Association (TARA),สมาคมผู้ประกอบการระบบอัตโนมัติและหุ่นยนต์ไทย,Association,Industry association,https://thaitara.org/news/,https://thaitara.org/,th/en,None — scrape,Occasional,Key industry association representing Thai system integrators and driving automation and robotics adoption in Thailand's industrial sector.,P2,page scrape,robotics;automation;Thailand;TARA;system integrators,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
International,UNCTAD Technology and Innovation Report,,Authority,Independent authority,https://unctad.org/unctad-news,https://unctad.org/topic/science-technology-and-innovation/technology-innovation-report,en,None — scrape,Occasional,Provides authoritative frontier-tech readiness data and assessments on AI and robotics for developing countries.,P2,page scrape,robotics;artificial intelligence;frontier technology;innovation report,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
International,Avidbots,,Company,Company newsroom,https://avidbots.com/news/,https://avidbots.com/,en,None — scrape,Occasional,Avidbots is a leading manufacturer of autonomous commercial floor cleaning robots like Neo and Kas.,P2,page scrape,autonomous;cleaning robot;floor scrubber;Neo;Kas,primary announcement,,Site review v2 (Jul 30),
International,BeeX,,Company,Company newsroom,https://www.beex.sg/try-out,https://www.beex.sg/,en,None — scrape,Occasional,BeeX develops hovering autonomous underwater vehicles (HAUVs) for offshore and coastal infrastructure inspection.,P2,page scrape,autonomous underwater vehicle;AUV;HAUV;underwater inspection;Series A,primary announcement,,Site review v2 (Jul 30),
International,Eureka Robotics,,Company,Company newsroom,https://eurekarobotics.com/media,https://eurekarobotics.com/,en,None — scrape,Occasional,Eureka Robotics develops AI-driven 3D vision systems and control software for high-precision robotic manipulation in manufacturing and logistics.,P2,page scrape,3D vision;bin picking;Series A;AI vision;precision manufacturing,primary announcement,,Site review v2 (Jul 30),
International,Infinium Robotics,,Company,Company newsroom,https://infiniumrobotics.com/news-and-press-releases/,https://infiniumrobotics.com/,en,None — scrape,Occasional,Infinium Robotics develops autonomous indoor drone systems and AI solutions for automated warehouse inventory tracking and stock-taking.,P2,page scrape,indoor drones;inventory tracking;warehouse automation;Infinium Scan;Deutsche Defence Beteiligungen,primary announcement,,Site review v2 (Jul 30),Acquired by Deutsche Defence Beteiligungen (DDB) in June 2026
International,LionsBot International,,Company,Company newsroom,https://www.lionsbot.com/news/,https://www.lionsbot.com/,en,RSS: https://www.lionsbot.com/feed/,Occasional,LionsBot develops and manufactures autonomous cleaning robots for commercial and industrial use.,P2,RSS,cleaning robot;autonomous;Interclean;LionsOS;funding,primary announcement,,Site review v2 (Jul 30),
International,Roboteam,,Company,Company newsroom,https://stage.robo-team.com/media-news/,https://robo-team.com/,en,None — scrape,Occasional,Roboteam develops rugged tactical unmanned ground vehicles (UGVs) for defense and security missions.,P2,page scrape,tactical ground robots;UGV;defense;Ondas,primary announcement,,Site review v2 (Jul 30),Acquired by Ondas Holdings in Nov 2025
International,SESTO Robotics,,Company,Company newsroom,https://www.sestorobotics.com/tag/news/,https://www.sestorobotics.com/,en,None — scrape,Occasional,"SESTO Robotics provides autonomous mobile robots (AMRs) for manufacturing, healthcare, and semiconductor industries.",P2,page scrape,AMR;autonomous mobile robot;healthcare;semiconductor;manufacturing,primary announcement,,Site review v2 (Jul 30),
International,SwarmFarm Robotics,,Company,Company newsroom,https://www.swarmfarm.com/category/in-the-news/,https://www.swarmfarm.com/,en,RSS: https://www.swarmfarm.com/feed/,Occasional,SwarmFarm Robotics develops autonomous agricultural robots and integrated autonomy platforms for crop production.,P2,RSS,autonomous;agriculture;SwarmBot;Series B;Integrated Autonomy,primary announcement,,Site review v2 (Jul 30),
International,XSQUARE Technologies,,Company,Company newsroom,https://www.xsquaretechnologies.com/resources,https://www.xsquaretechnologies.com/,en,None — scrape,Occasional,"XSQUARE Technologies develops intelligent warehouse automation solutions, including autonomous forklifts and warehouse orchestration systems.",P2,page scrape,warehouse automation;autonomous forklifts;intralogistics;Series A,primary announcement,,Site review v2 (Jul 30),
International,Ho Chi Minh Stock Exchange (HOSE),Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh,Exchange,Exchange newsroom / listings,https://www.hsx.vn/en/tin-tuc/tin-tuc-hose,https://www.hsx.vn/en/,en/vi,None — scrape,Occasional,"Provides visibility into Vietnamese tech and industrial listings, including potential robotics and AI companies.",P2,page scrape + IPO calendar,robotics IPO;listing;prospectus;AI;technology,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),JS-rendered
International,Indonesia Stock Exchange (IDX),Bursa Efek Indonesia (BEI),Exchange,Exchange newsroom / listings,https://www.idx.co.id/en/news/press-release/,https://www.idx.co.id/en,en/id,None — scrape,Weekly,Tracks Indonesian tech listings and IPOs which may include regional robotics or AI companies.,P2,page scrape + IPO calendar,robotics IPO;listing;prospectus;tech;AI,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
International,Philippine Stock Exchange (PSE),,Exchange,Exchange newsroom / listings,https://edge.pse.com.ph/announcements/form.do,https://www.pse.com.ph/,en,RSS: https://edge.pse.com.ph/companyPage/writeRss.do,Daily,Tracks IPOs and disclosures of Philippine tech and robotics companies.,P2,RSS + page scrape,robotics IPO;listing;prospectus;tech,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
International,Stock Exchange of Thailand (SET),ตลาดหลักทรัพย์แห่งประเทศไทย,Exchange,Exchange newsroom / listings,https://www.set.or.th/en/market/news-and-alert/news,https://www.set.or.th/en/home,en/th,API: SET SMART Marketplace,Occasional,SET is the primary platform for tracking Thai industrial automation and robotics IPOs and listings.,P2,page scrape + IPO calendar,robotics IPO;listing;prospectus;automation,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
International,IFA Berlin,,Exhibition,Exhibition press office,https://www.ifa-berlin.com/press-releases,https://www.ifa-berlin.com/,en,None — scrape,Occasional,"IFA Berlin is a major international exhibition that showcases consumer electronics and future tech, including humanoid robots and robotic applications.",P2,page scrape,humanoid;robotics;AI;innovation;exhibition,primary announcement,,Site review v2 (Jul 30),
International,ASEAN Secretariat,,Government,Government press releases,https://asean.org/news/,https://asean.org/,en,None — scrape,Occasional,Provides region-wide digital economy and smart manufacturing policy signals relevant to AI and robotics.,P2,page scrape,digital economy;smart manufacturing;AI;robotics;policy,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
International,Department of Science and Technology (DOST),Kagawaran ng Agham at Teknolohiya,Government,Government press releases,https://www.dost.gov.ph/knowledge-resources/news.html,https://www.dost.gov.ph/,en,None — scrape,Weekly,"Covers Philippine robotics R&D and technology programs, including Hererobot and ASTI initiatives.",P2,page scrape,robotics;R&D;technology;innovation,primary disclosure/announcement,,Exchange/SEA batch v3 (Jul 30),
